case_id,mutation_operator,changed_transition_id,localized,transition_count,rank_of_target,reciprocal_rank,top1_hit,top3_hit,top5_hit,top_ranked_transition
case_000889,unreachable_state_intro,,False,0,,0.0,False,False,False,
case_000891,guard_inter_class,t934_61,True,81,59,0.016949,False,False,False,t934_35
case_000892,action_full_mutation,,False,0,,0.0,False,False,False,
case_000894,missing_transition,t937_7,True,29,,0.0,False,False,False,t937_1
case_000895,wrong_target,t938_70,True,80,1,1.0,True,True,True,t938_70
case_000896,wrong_source,t939_37,True,251,183,0.005464,False,False,False,t939_23
case_000897,wrong_event,t940_2,True,11,4,0.25,False,False,True,t940_1
case_000898,wrong_initial_state,,True,30,,0.0,False,False,False,t941_1
case_000899,duplicate_transition,t942_1,False,0,,0.0,False,False,False,
case_000900,dead_state_intro,,False,0,,0.0,False,False,False,
case_000901,guard_flip,t944_5,True,10,6,0.166667,False,False,False,t944_2
case_000902,guard_weaken,t945_18,True,31,10,0.1,False,False,False,t945_12
case_000903,guard_strengthen,t946_52,True,81,49,0.020408,False,False,False,t946_36
case_000904,action_corruption,t947_45,False,0,,0.0,False,False,False,
case_000905,timeout_corruption,t948_8,False,0,,0.0,False,False,False,
case_000906,delay_corruption,t949_3,False,0,,0.0,False,False,False,
case_000907,nondeterminism_intro,t950_65,False,0,,0.0,False,False,False,
case_000908,unreachable_state_intro,,False,0,,0.0,False,False,False,
case_000910,guard_inter_class,t953_12,True,30,6,0.166667,False,False,False,t953_3
case_000911,action_full_mutation,,False,0,,0.0,False,False,False,
case_000913,missing_transition,t956_6,True,9,,0.0,False,False,False,t956_2
case_000914,wrong_target,t957_20,True,30,1,1.0,True,True,True,t957_20
case_000915,wrong_source,t958_7,True,80,2,0.5,False,True,True,t958_3
case_000916,wrong_event,t959_104,True,251,9,0.111111,False,False,False,t959_64
case_000917,wrong_initial_state,,True,10,,0.0,False,False,False,t960_8
case_000918,duplicate_transition,t961_12,False,0,,0.0,False,False,False,
case_000919,dead_state_intro,,False,0,,0.0,False,False,False,
case_000920,guard_flip,t963_207,True,250,123,0.00813,False,False,False,t963_102
case_000921,guard_weaken,t964_1,True,11,1,1.0,True,True,True,t964_1
case_000922,guard_strengthen,t965_2,True,30,12,0.083333,False,False,False,t965_1
case_000923,action_corruption,t966_48,False,0,,0.0,False,False,False,
case_000924,timeout_corruption,t967_9,False,0,,0.0,False,False,False,
case_000925,delay_corruption,t968_1,False,0,,0.0,False,False,False,
case_000926,nondeterminism_intro,t969_31,False,0,,0.0,False,False,False,
case_000927,unreachable_state_intro,,False,0,,0.0,False,False,False,
case_000930,action_full_mutation,,False,0,,0.0,False,False,False,
case_000932,missing_transition,t975_176,True,251,,0.0,False,False,False,t975_34
case_000933,wrong_target,t976_2,True,9,1,1.0,True,True,True,t976_2
case_000934,wrong_source,t977_30,True,30,24,0.041667,False,False,False,t977_10
case_000935,wrong_event,t978_39,True,82,34,0.029412,False,False,False,t978_7
case_000936,wrong_initial_state,,True,253,,0.0,False,False,False,t979_87
case_000937,duplicate_transition,t980_4,False,0,,0.0,False,False,False,
case_000938,dead_state_intro,,False,0,,0.0,False,False,False,
case_000939,guard_flip,t982_35,True,80,30,0.033333,False,False,False,t982_6
case_000940,guard_weaken,t983_33,True,250,180,0.005556,False,False,False,t983_131
case_000941,guard_strengthen,t984_8,True,10,9,0.111111,False,False,False,t984_3
case_000942,action_corruption,t985_31,False,0,,0.0,False,False,False,
case_000943,timeout_corruption,t986_13,False,0,,0.0,False,False,False,
case_000944,delay_corruption,t987_41,False,0,,0.0,False,False,False,
case_000945,nondeterminism_intro,t988_4,False,0,,0.0,False,False,False,
case_000946,unreachable_state_intro,,False,0,,0.0,False,False,False,
case_000948,guard_inter_class,t991_126,False,0,,0.0,False,False,False,
case_000949,action_full_mutation,,False,0,,0.0,False,False,False,
case_000951,missing_transition,t994_77,True,80,,0.0,False,False,False,t994_18
case_000952,wrong_target,t995_135,True,250,1,1.0,True,True,True,t995_135
case_000953,wrong_source,t996_12,True,12,5,0.2,False,False,True,t996_4
case_000954,wrong_event,t997_9,True,31,31,0.032258,False,False,False,t997_6
case_000955,wrong_initial_state,,True,84,,0.0,False,False,False,t998_70
case_000956,duplicate_transition,t999_232,False,0,,0.0,False,False,False,
case_000957,dead_state_intro,,False,0,,0.0,False,False,False,
case_000958,guard_flip,t1001_20,True,30,14,0.071429,False,False,False,t1001_29
case_000959,guard_weaken,t1002_48,True,80,44,0.022727,False,False,False,t1002_11
case_000960,guard_strengthen,t1003_219,True,250,135,0.007407,False,False,False,t1003_43
case_000961,action_corruption,t1004_5,False,0,,0.0,False,False,False,
case_000962,timeout_corruption,t1005_2,False,0,,0.0,False,False,False,
case_000963,delay_corruption,t1006_73,False,0,,0.0,False,False,False,
case_000964,nondeterminism_intro,t1007_87,False,0,,0.0,False,False,False,
case_000965,unreachable_state_intro,,False,0,,0.0,False,False,False,
case_000967,guard_inter_class,t1010_29,False,0,,0.0,False,False,False,
case_000968,action_full_mutation,,False,0,,0.0,False,False,False,
case_000970,missing_transition,t1013_21,True,29,,0.0,False,False,False,t1013_6
case_000971,wrong_target,t1014_23,True,80,1,1.0,True,True,True,t1014_23
case_000972,wrong_source,t1015_84,True,251,235,0.004255,False,False,False,t1015_61
case_000973,wrong_event,t1016_11,True,11,4,0.25,False,False,True,t1016_4
case_000974,wrong_initial_state,,True,30,,0.0,False,False,False,t1017_3
case_000975,duplicate_transition,t1018_22,False,0,,0.0,False,False,False,
case_000976,dead_state_intro,,False,0,,0.0,False,False,False,
case_000977,guard_flip,t1020_9,True,10,10,0.1,False,False,False,t1020_5
case_000978,guard_weaken,t1021_17,True,31,11,0.090909,False,False,False,t1021_22
case_000979,guard_strengthen,t1022_1,True,81,1,1.0,True,True,True,t1022_1
case_000980,action_corruption,t1023_203,False,0,,0.0,False,False,False,
case_000981,timeout_corruption,t1024_4,False,0,,0.0,False,False,False,
case_000982,delay_corruption,t1025_20,False,0,,0.0,False,False,False,
case_000983,nondeterminism_intro,t1026_76,False,0,,0.0,False,False,False,
case_000984,unreachable_state_intro,,False,0,,0.0,False,False,False,
case_000986,guard_inter_class,t1029_3,False,0,,0.0,False,False,False,
case_000987,action_full_mutation,,False,0,,0.0,False,False,False,
case_000989,missing_transition,t1032_3,True,5,,0.0,False,False,False,t1032_1
case_000990,wrong_target,t1033_2,True,24,1,1.0,True,True,True,t1033_2
case_000991,wrong_source,t1034_80,True,80,79,0.012658,False,False,False,t1034_20
case_000992,wrong_event,t1035_89,True,250,239,0.004184,False,False,False,t1035_15
case_000993,wrong_initial_state,,True,12,,0.0,False,False,False,t1036_7
case_000994,duplicate_transition,t1037_19,False,0,,0.0,False,False,False,
case_000995,dead_state_intro,,False,0,,0.0,False,False,False,
case_000996,guard_flip,t1039_128,True,250,35,0.028571,False,False,False,t1039_23
case_000997,guard_weaken,t1040_7,True,11,9,0.111111,False,False,False,t1040_2
case_000998,guard_strengthen,t1041_3,True,31,23,0.043478,False,False,False,t1041_1
case_000999,action_corruption,t1042_74,False,0,,0.0,False,False,False,
case_001000,timeout_corruption,t1043_77,False,0,,0.0,False,False,False,
case_001001,delay_corruption,t1044_6,False,0,,0.0,False,False,False,
case_001002,nondeterminism_intro,t1045_4,False,0,,0.0,False,False,False,
case_001003,unreachable_state_intro,,False,0,,0.0,False,False,False,
case_001005,guard_inter_class,t1048_5,True,12,8,0.125,False,False,False,t1048_1
case_001006,action_full_mutation,,False,0,,0.0,False,False,False,
case_001008,missing_transition,t1051_149,True,250,,0.0,False,False,False,t1051_191
case_001009,wrong_target,t1052_6,True,11,1,1.0,True,True,True,t1052_6
case_001010,wrong_source,t1053_31,True,31,25,0.04,False,False,False,t1053_11
case_001011,wrong_event,t1054_74,True,80,72,0.013889,False,False,False,t1054_53
case_001012,wrong_initial_state,,True,250,,0.0,False,False,False,t1055_190
case_001013,duplicate_transition,t1056_9,False,0,,0.0,False,False,False,
case_001014,dead_state_intro,,False,0,,0.0,False,False,False,
case_001015,guard_flip,t1058_57,True,81,54,0.018519,False,False,False,t1058_13
case_001016,guard_weaken,t1059_65,True,251,215,0.004651,False,False,False,t1059_7
case_001017,guard_strengthen,t1060_8,True,10,9,0.111111,False,False,False,t1060_3
case_001018,action_corruption,t1061_19,False,0,,0.0,False,False,False,
case_001019,timeout_corruption,t1062_25,False,0,,0.0,False,False,False,
case_001020,delay_corruption,t1063_66,False,0,,0.0,False,False,False,
case_001021,nondeterminism_intro,t1064_4,False,0,,0.0,False,False,False,
case_001022,unreachable_state_intro,,False,0,,0.0,False,False,False,
case_001024,guard_inter_class,t1067_69,False,0,,0.0,False,False,False,
case_001025,action_full_mutation,,False,0,,0.0,False,False,False,
case_001027,missing_transition,t1070_22,True,81,,0.0,False,False,False,t1070_20
case_001028,wrong_target,t1071_185,True,251,1,1.0,True,True,True,t1071_185
case_001029,wrong_source,t1072_6,True,10,7,0.142857,False,False,False,t1072_1
case_001030,wrong_event,t1073_21,True,30,15,0.066667,False,False,False,t1073_6
case_001031,wrong_initial_state,,True,80,,0.0,False,False,False,t1074_52
case_001032,duplicate_transition,t1075_162,False,0,,0.0,False,False,False,
case_001033,dead_state_intro,,False,0,,0.0,False,False,False,
case_001034,guard_flip,t1077_29,True,31,23,0.043478,False,False,False,t1077_9
case_001035,guard_weaken,t1078_47,True,80,43,0.023256,False,False,False,t1078_11
case_001036,guard_strengthen,t1079_146,True,250,54,0.018519,False,False,False,t1079_27
case_001037,action_corruption,t1080_10,False,0,,0.0,False,False,False,
case_001038,timeout_corruption,t1081_15,False,0,,0.0,False,False,False,
case_001039,delay_corruption,t1082_9,False,0,,0.0,False,False,False,
case_001040,nondeterminism_intro,t1083_161,False,0,,0.0,False,False,False,
case_001041,unreachable_state_intro,,False,0,,0.0,False,False,False,
case_001043,guard_inter_class,t1086_45,True,81,40,0.025,False,False,False,t1086_31
case_001044,action_full_mutation,,False,0,,0.0,False,False,False,
case_001046,missing_transition,t1089_27,True,31,,0.0,False,False,False,t1089_17
case_001047,wrong_target,t1090_56,True,81,1,1.0,True,True,True,t1090_56
case_001048,wrong_source,t1091_55,True,250,202,0.00495,False,False,False,t1091_2
case_001049,wrong_event,t1092_5,True,10,6,0.166667,False,False,False,t1092_1
case_001050,wrong_initial_state,,True,30,,0.0,False,False,False,t1093_1
case_001051,duplicate_transition,t1094_11,False,0,,0.0,False,False,False,
case_001052,dead_state_intro,,False,0,,0.0,False,False,False,
case_001053,guard_flip,t1096_7,True,10,8,0.125,False,False,False,t1096_3
case_001054,guard_weaken,t1097_3,True,30,23,0.043478,False,False,False,t1097_1
case_001055,guard_strengthen,t1098_68,True,80,65,0.015385,False,False,False,t1098_20
case_001056,action_corruption,t1099_199,False,0,,0.0,False,False,False,
case_001057,timeout_corruption,t1100_3,False,0,,0.0,False,False,False,
case_001058,delay_corruption,t1101_22,False,0,,0.0,False,False,False,
case_001059,nondeterminism_intro,t1102_37,False,0,,0.0,False,False,False,
case_001060,unreachable_state_intro,,False,0,,0.0,False,False,False,
case_001062,guard_inter_class,t1105_16,False,0,,0.0,False,False,False,
case_001063,action_full_mutation,,False,0,,0.0,False,False,False,
case_001065,missing_transition,t1108_5,True,9,,0.0,False,False,False,t1108_1
case_001066,wrong_target,t1109_9,True,31,1,1.0,True,True,True,t1109_9
case_001067,wrong_source,t1110_35,True,81,30,0.033333,False,False,False,t1110_7
case_001068,wrong_event,t1111_9,True,250,240,0.004167,False,False,False,t1111_1
case_001069,wrong_initial_state,,True,11,,0.0,False,False,False,t1112_1
case_001070,duplicate_transition,t1113_27,False,0,,0.0,False,False,False,
case_001071,dead_state_intro,,False,0,,0.0,False,False,False,
case_001072,guard_flip,t1115_167,True,251,78,0.012821,False,False,False,t1115_136
case_001073,guard_weaken,t1116_11,True,11,4,0.25,False,False,True,t1116_4
case_001074,guard_strengthen,t1117_3,True,30,23,0.043478,False,False,False,t1117_2
case_001075,action_corruption,t1118_25,False,0,,0.0,False,False,False,
case_001076,timeout_corruption,t1119_208,False,0,,0.0,False,False,False,
case_001077,delay_corruption,t1120_6,False,0,,0.0,False,False,False,
case_001078,nondeterminism_intro,t1121_22,False,0,,0.0,False,False,False,
case_001079,unreachable_state_intro,,False,0,,0.0,False,False,False,
case_001081,guard_inter_class,t1124_4,False,0,,0.0,False,False,False,
case_001082,action_full_mutation,,False,0,,0.0,False,False,False,
case_001084,missing_transition,t1127_224,True,249,,0.0,False,False,False,t1127_155
case_001085,wrong_target,t1128_3,True,11,1,1.0,True,True,True,t1128_3
case_001086,wrong_source,t1129_29,True,30,23,0.043478,False,False,False,t1129_15
case_001087,wrong_event,t1130_62,True,81,59,0.016949,False,False,False,t1130_15
case_001088,wrong_initial_state,,True,252,,0.0,False,False,False,t1131_63
case_001089,duplicate_transition,t1132_10,False,0,,0.0,False,False,False,
case_001090,dead_state_intro,,False,0,,0.0,False,False,False,
case_001091,guard_flip,t1134_8,True,81,78,0.012821,False,False,False,t1134_21
case_001092,guard_weaken,t1135_111,True,251,16,0.0625,False,False,False,t1135_18
case_001093,guard_strengthen,t1136_8,True,10,9,0.111111,False,False,False,t1136_3
case_001094,action_corruption,t1137_30,False,0,,0.0,False,False,False,
case_001095,timeout_corruption,t1138_55,False,0,,0.0,False,False,False,
case_001096,delay_corruption,t1139_58,False,0,,0.0,False,False,False,
case_001097,nondeterminism_intro,t1140_7,False,0,,0.0,False,False,False,
case_001098,unreachable_state_intro,,False,0,,0.0,False,False,False,
case_001100,guard_inter_class,t1143_132,False,0,,0.0,False,False,False,
case_001101,action_full_mutation,,False,0,,0.0,False,False,False,
case_001103,missing_transition,t1146_80,True,80,,0.0,False,False,False,t1146_28
case_001104,wrong_target,t1147_71,True,251,1,1.0,True,True,True,t1147_71
case_001105,wrong_source,t1148_5,True,10,6,0.166667,False,False,False,t1148_1
case_001106,wrong_event,t1149_28,True,30,22,0.045455,False,False,False,t1149_9
case_001107,wrong_initial_state,,True,81,,0.0,False,False,False,t1150_78
case_001108,duplicate_transition,t1151_18,False,0,,0.0,False,False,False,
case_001109,dead_state_intro,,False,0,,0.0,False,False,False,
case_001110,guard_flip,t1153_30,True,30,25,0.04,False,False,False,t1153_9
case_001111,guard_weaken,t1154_32,True,80,27,0.037037,False,False,False,t1154_6
case_001112,guard_strengthen,t1155_150,True,250,61,0.016393,False,False,False,t1155_90
case_001113,action_corruption,t1156_5,False,0,,0.0,False,False,False,
case_001114,timeout_corruption,t1157_7,False,0,,0.0,False,False,False,
case_001115,delay_corruption,t1158_40,False,0,,0.0,False,False,False,
case_001116,nondeterminism_intro,t1159_57,False,0,,0.0,False,False,False,
case_001117,unreachable_state_intro,,False,0,,0.0,False,False,False,
case_001119,guard_inter_class,t1162_34,False,0,,0.0,False,False,False,
case_001120,action_full_mutation,,False,0,,0.0,False,False,False,
case_001122,missing_transition,t1165_28,True,29,,0.0,False,False,False,t1165_14
case_001123,wrong_target,t1166_50,True,81,1,1.0,True,True,True,t1166_50
case_001124,wrong_source,t1167_55,True,253,1,1.0,True,True,True,t1167_55
