case_id,reference_fsm_id,faulty_fsm_id,complexity,state_count,transition_count,event_count,mutation_operator,difficulty_score,oracle_state_coverage,oracle_transition_coverage,oracle_event_coverage,reference_bpr,faulty_bpr,bpr_delta,valid_reference,valid_faulty,status
case_000588,synthetic_631_50_15,synthetic_631_50_15__faulty__action_full_mutation__588043,very_large,50,250,15,action_full_mutation,61.230000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,True,True,completed
case_000589,,,small,0,0,0,timed_selective_mutation,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,False,False,failed: Could not apply operator 'timed_selective_mutation' for case 589: timed_selective_mutation requires timed transitions
case_000590,synthetic_633_10_5,synthetic_633_10_5__faulty__missing_transition__590043,medium,10,31,5,missing_transition,20.610000,1.000000,1.000000,1.000000,1.000000,0.986301,0.013699,True,True,completed
case_000591,synthetic_634_20_10,synthetic_634_20_10__faulty__wrong_target__591043,large,20,81,10,wrong_target,32.430000,1.000000,1.000000,1.000000,1.000000,0.995726,0.004274,True,True,completed
case_000592,synthetic_635_50_15,synthetic_635_50_15__faulty__wrong_source__592043,very_large,50,250,15,wrong_source,58.360000,1.000000,1.000000,1.000000,1.000000,0.998870,0.001130,True,True,completed
case_000593,synthetic_636_5_3,synthetic_636_5_3__faulty__wrong_event__593043,small,5,10,3,wrong_event,12.250000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,True,False,completed
case_000594,synthetic_637_10_5,synthetic_637_10_5__faulty__wrong_initial_state__594043,medium,10,31,5,wrong_initial_state,20.610000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,True,True,completed
case_000595,synthetic_638_20_10,synthetic_638_20_10__faulty__duplicate_transition__595043,large,20,80,10,duplicate_transition,32.930000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,True,False,completed
case_000596,synthetic_639_50_15,synthetic_639_50_15__faulty__dead_state_intro__596043,very_large,50,251,15,dead_state_intro,63.470000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,True,True,completed
case_000597,synthetic_640_5_3,synthetic_640_5_3__faulty__guard_flip__597043,small,5,10,3,guard_flip,15.400000,1.000000,1.000000,1.000000,1.000000,0.954545,0.045455,True,True,completed
case_000598,synthetic_641_10_5,synthetic_641_10_5__faulty__guard_weaken__598043,medium,10,30,5,guard_weaken,20.400000,1.000000,1.000000,1.000000,1.000000,0.916667,0.083333,True,True,completed
case_000599,synthetic_642_20_10,synthetic_642_20_10__faulty__guard_strengthen__599043,large,20,81,10,guard_strengthen,33.210000,1.000000,1.000000,1.000000,1.000000,0.995798,0.004202,True,True,completed
case_000600,synthetic_643_50_15,synthetic_643_50_15__faulty__action_corruption__600043,very_large,50,253,15,action_corruption,61.180000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,True,True,completed
case_000601,synthetic_644_5_3,synthetic_644_5_3__faulty__timeout_corruption__601043,small,5,10,3,timeout_corruption,14.800000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,True,True,completed
case_000602,synthetic_645_10_5,synthetic_645_10_5__faulty__delay_corruption__602043,medium,10,31,5,delay_corruption,20.610000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,True,True,completed
case_000603,synthetic_646_20_10,synthetic_646_20_10__faulty__nondeterminism_intro__603043,large,20,80,10,nondeterminism_intro,30.680000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,True,False,completed
case_000604,synthetic_647_50_15,synthetic_647_50_15__faulty__unreachable_state_intro__604043,very_large,50,250,15,unreachable_state_intro,59.760000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,True,True,completed
case_000605,,,small,0,0,0,variable_intra_class,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,False,False,failed: Could not apply operator 'variable_intra_class' for case 605: variable_intra_class requires at least one FSM variable
case_000606,synthetic_649_10_5,synthetic_649_10_5__faulty__guard_inter_class__606043,medium,10,31,5,guard_inter_class,21.430000,1.000000,1.000000,1.000000,1.000000,0.986842,0.013158,True,False,completed
case_000607,synthetic_650_20_10,synthetic_650_20_10__faulty__action_full_mutation__607043,large,20,80,10,action_full_mutation,31.400000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,True,True,completed
case_000608,,,very_large,0,0,0,timed_selective_mutation,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,False,False,failed: Could not apply operator 'timed_selective_mutation' for case 608: timed_selective_mutation requires timed transitions
case_000609,synthetic_652_5_3,synthetic_652_5_3__faulty__missing_transition__609043,small,5,10,3,missing_transition,14.800000,1.000000,1.000000,1.000000,1.000000,0.954545,0.045455,True,True,completed
case_000610,synthetic_653_10_5,synthetic_653_10_5__faulty__wrong_target__610043,medium,10,30,5,wrong_target,21.380000,1.000000,1.000000,1.000000,1.000000,0.987654,0.012346,True,True,completed
case_000611,synthetic_654_20_10,synthetic_654_20_10__faulty__wrong_source__611043,large,20,80,10,wrong_source,32.870000,1.000000,1.000000,1.000000,1.000000,0.995614,0.004386,True,True,completed
case_000612,synthetic_655_50_15,synthetic_655_50_15__faulty__wrong_event__612043,very_large,50,250,15,wrong_event,61.280000,1.000000,1.000000,1.000000,1.000000,0.998830,0.001170,True,True,completed
case_000613,synthetic_656_5_3,synthetic_656_5_3__faulty__wrong_initial_state__613043,small,5,11,3,wrong_initial_state,13.730000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,True,True,completed
case_000614,synthetic_657_10_5,synthetic_657_10_5__faulty__duplicate_transition__614043,medium,10,30,5,duplicate_transition,22.520000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,True,False,completed
case_000615,synthetic_658_20_10,synthetic_658_20_10__faulty__dead_state_intro__615043,large,20,82,10,dead_state_intro,34.830000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,True,True,completed
case_000616,synthetic_659_50_15,synthetic_659_50_15__faulty__guard_flip__616043,very_large,50,251,15,guard_flip,58.980000,1.000000,1.000000,1.000000,1.000000,0.998805,0.001195,True,True,completed
case_000617,synthetic_660_5_3,synthetic_660_5_3__faulty__guard_weaken__617043,small,5,10,3,guard_weaken,15.550000,1.000000,1.000000,1.000000,1.000000,0.772727,0.227273,True,True,completed
case_000618,synthetic_661_10_5,synthetic_661_10_5__faulty__guard_strengthen__618043,medium,10,30,5,guard_strengthen,21.080000,1.000000,1.000000,1.000000,1.000000,0.987654,0.012346,True,True,completed
case_000619,synthetic_662_20_10,synthetic_662_20_10__faulty__action_corruption__619043,large,20,80,10,action_corruption,34.490000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,True,True,completed
case_000620,synthetic_663_50_15,synthetic_663_50_15__faulty__timeout_corruption__620043,very_large,50,250,15,timeout_corruption,62.150000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,True,True,completed
case_000621,synthetic_664_5_3,synthetic_664_5_3__faulty__delay_corruption__621043,small,5,10,3,delay_corruption,12.400000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,True,True,completed
case_000622,synthetic_665_10_5,synthetic_665_10_5__faulty__nondeterminism_intro__622043,medium,10,30,5,nondeterminism_intro,20.200000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,True,False,completed
case_000623,synthetic_666_20_10,synthetic_666_20_10__faulty__unreachable_state_intro__623043,large,20,81,10,unreachable_state_intro,34.710000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,True,True,completed
case_000624,,,very_large,0,0,0,variable_intra_class,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,False,False,failed: Could not apply operator 'variable_intra_class' for case 624: variable_intra_class requires at least one FSM variable
case_000625,synthetic_668_5_3,synthetic_668_5_3__faulty__guard_inter_class__625043,small,5,11,3,guard_inter_class,13.730000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,True,True,completed
case_000626,synthetic_669_10_5,synthetic_669_10_5__faulty__action_full_mutation__626043,medium,10,30,5,action_full_mutation,22.580000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,True,True,completed
case_000627,,,large,0,0,0,timed_selective_mutation,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,False,False,failed: Could not apply operator 'timed_selective_mutation' for case 627: timed_selective_mutation requires timed transitions
case_000628,synthetic_671_50_15,synthetic_671_50_15__faulty__missing_transition__628043,very_large,50,250,15,missing_transition,61.220000,1.000000,1.000000,1.000000,1.000000,0.998795,0.001205,True,True,completed
case_000629,synthetic_672_5_3,synthetic_672_5_3__faulty__wrong_target__629043,small,5,11,3,wrong_target,14.480000,1.000000,1.000000,1.000000,1.000000,0.952381,0.047619,True,True,completed
case_000630,synthetic_673_10_5,synthetic_673_10_5__faulty__wrong_source__630043,medium,10,31,5,wrong_source,21.700000,1.000000,1.000000,1.000000,1.000000,0.921348,0.078652,True,True,completed
case_000631,synthetic_674_20_10,synthetic_674_20_10__faulty__wrong_event__631043,large,20,80,10,wrong_event,30.710000,1.000000,1.000000,1.000000,1.000000,0.995833,0.004167,True,True,completed
case_000632,synthetic_675_50_15,synthetic_675_50_15__faulty__wrong_initial_state__632043,very_large,50,251,15,wrong_initial_state,61.990000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,True,True,completed
case_000633,synthetic_676_5_3,synthetic_676_5_3__faulty__duplicate_transition__633043,small,5,10,3,duplicate_transition,13.900000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,True,False,completed
case_000634,synthetic_677_10_5,synthetic_677_10_5__faulty__dead_state_intro__634043,medium,10,31,5,dead_state_intro,20.610000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,True,True,completed
case_000635,synthetic_678_20_10,synthetic_678_20_10__faulty__guard_flip__635043,large,20,80,10,guard_flip,32.870000,1.000000,1.000000,1.000000,1.000000,0.960526,0.039474,True,True,completed
case_000636,synthetic_679_50_15,synthetic_679_50_15__faulty__guard_weaken__636043,very_large,50,250,15,guard_weaken,59.060000,1.000000,1.000000,1.000000,1.000000,0.998844,0.001156,True,True,completed
case_000637,synthetic_680_5_3,synthetic_680_5_3__faulty__guard_strengthen__637043,small,5,10,3,guard_strengthen,15.100000,1.000000,1.000000,1.000000,1.000000,0.500000,0.500000,True,True,completed
case_000638,synthetic_681_10_5,synthetic_681_10_5__faulty__action_corruption__638043,medium,10,30,5,action_corruption,19.520000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,True,True,completed
case_000639,synthetic_682_20_10,synthetic_682_20_10__faulty__timeout_corruption__639043,large,20,80,10,timeout_corruption,34.460000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,True,True,completed
case_000640,synthetic_683_50_15,synthetic_683_50_15__faulty__delay_corruption__640043,very_large,50,251,15,delay_corruption,61.240000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,True,True,completed
case_000641,synthetic_684_5_3,synthetic_684_5_3__faulty__nondeterminism_intro__641043,small,5,10,3,nondeterminism_intro,12.700000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,True,False,completed
case_000642,synthetic_685_10_5,synthetic_685_10_5__faulty__unreachable_state_intro__642043,medium,10,31,5,unreachable_state_intro,22.860000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,True,True,completed
case_000643,,,large,0,0,0,variable_intra_class,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,False,False,failed: Could not apply operator 'variable_intra_class' for case 643: variable_intra_class requires at least one FSM variable
case_000644,synthetic_687_50_15,synthetic_687_50_15__faulty__guard_inter_class__644043,very_large,50,251,15,guard_inter_class,62.020000,1.000000,1.000000,1.000000,1.000000,0.998826,0.001174,True,False,completed
case_000645,synthetic_688_5_3,synthetic_688_5_3__faulty__action_full_mutation__645043,small,5,10,3,action_full_mutation,13.300000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,True,True,completed
case_000646,,,medium,0,0,0,timed_selective_mutation,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,False,False,failed: Could not apply operator 'timed_selective_mutation' for case 646: timed_selective_mutation requires timed transitions
case_000647,synthetic_690_20_10,synthetic_690_20_10__faulty__missing_transition__647043,large,20,80,10,missing_transition,33.710000,1.000000,1.000000,1.000000,1.000000,0.995833,0.004167,True,True,completed
case_000648,synthetic_691_50_15,synthetic_691_50_15__faulty__wrong_target__648043,very_large,50,252,15,wrong_target,60.610000,1.000000,1.000000,1.000000,1.000000,0.987627,0.012373,True,True,completed
case_000649,synthetic_692_5_3,synthetic_692_5_3__faulty__wrong_source__649043,small,5,10,3,wrong_source,12.250000,1.000000,1.000000,1.000000,1.000000,0.909091,0.090909,True,False,completed
case_000650,synthetic_693_10_5,synthetic_693_10_5__faulty__wrong_event__650043,medium,10,30,5,wrong_event,21.900000,1.000000,1.000000,1.000000,1.000000,0.904762,0.095238,True,False,completed
case_000651,synthetic_694_20_10,synthetic_694_20_10__faulty__wrong_initial_state__651043,large,20,80,10,wrong_initial_state,34.530000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,True,True,completed
case_000652,synthetic_695_50_15,synthetic_695_50_15__faulty__duplicate_transition__652043,very_large,50,250,15,duplicate_transition,60.580000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,True,False,completed
case_000653,synthetic_696_5_3,synthetic_696_5_3__faulty__dead_state_intro__653043,small,5,10,3,dead_state_intro,12.250000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,True,True,completed
case_000654,synthetic_697_10_5,synthetic_697_10_5__faulty__guard_flip__654043,medium,10,31,5,guard_flip,20.610000,1.000000,1.000000,1.000000,1.000000,0.986301,0.013699,True,True,completed
case_000655,synthetic_698_20_10,synthetic_698_20_10__faulty__guard_weaken__655043,large,20,80,10,guard_weaken,33.650000,1.000000,1.000000,1.000000,1.000000,0.995690,0.004310,True,True,completed
case_000656,synthetic_699_50_15,synthetic_699_50_15__faulty__guard_strengthen__656043,very_large,50,251,15,guard_strengthen,61.980000,1.000000,1.000000,1.000000,1.000000,0.998804,0.001196,True,True,completed
case_000657,synthetic_700_5_3,synthetic_700_5_3__faulty__action_corruption__657043,small,5,10,3,action_corruption,13.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,True,True,completed
case_000658,synthetic_701_10_5,synthetic_701_10_5__faulty__timeout_corruption__658043,medium,10,30,5,timeout_corruption,22.520000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,True,True,completed
case_000659,synthetic_702_20_10,synthetic_702_20_10__faulty__delay_corruption__659043,large,20,80,10,delay_corruption,31.430000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,True,True,completed
case_000660,synthetic_703_50_15,synthetic_703_50_15__faulty__nondeterminism_intro__660043,very_large,50,250,15,nondeterminism_intro,59.810000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,True,False,completed
case_000661,synthetic_704_5_3,synthetic_704_5_3__faulty__unreachable_state_intro__661043,small,5,10,3,unreachable_state_intro,12.250000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,True,True,completed
case_000662,,,medium,0,0,0,variable_intra_class,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,False,False,failed: Could not apply operator 'variable_intra_class' for case 662: variable_intra_class requires at least one FSM variable
case_000663,synthetic_706_20_10,synthetic_706_20_10__faulty__guard_inter_class__663043,large,20,80,10,guard_inter_class,31.430000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,True,True,completed
case_000664,synthetic_707_50_15,synthetic_707_50_15__faulty__action_full_mutation__664043,very_large,50,250,15,action_full_mutation,63.570000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,True,True,completed
case_000665,,,small,0,0,0,timed_selective_mutation,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,False,False,failed: Could not apply operator 'timed_selective_mutation' for case 665: timed_selective_mutation requires timed transitions
case_000666,synthetic_709_10_5,synthetic_709_10_5__faulty__missing_transition__666043,medium,10,31,5,missing_transition,22.180000,1.000000,1.000000,1.000000,1.000000,0.986842,0.013158,True,True,completed
case_000667,synthetic_710_20_10,synthetic_710_20_10__faulty__wrong_target__667043,large,20,80,10,wrong_target,32.960000,1.000000,1.000000,1.000000,1.000000,0.995833,0.004167,True,True,completed
case_000668,synthetic_711_50_15,synthetic_711_50_15__faulty__wrong_source__668043,very_large,50,250,15,wrong_source,59.820000,1.000000,1.000000,1.000000,1.000000,0.987356,0.012644,True,True,completed
case_000669,synthetic_712_5_3,synthetic_712_5_3__faulty__wrong_event__669043,small,5,10,3,wrong_event,14.050000,1.000000,1.000000,1.000000,1.000000,0.500000,0.500000,True,True,completed
case_000670,synthetic_713_10_5,synthetic_713_10_5__faulty__wrong_initial_state__670043,medium,10,30,5,wrong_initial_state,22.780000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,True,True,completed
case_000671,synthetic_714_20_10,synthetic_714_20_10__faulty__duplicate_transition__671043,large,20,80,10,duplicate_transition,32.180000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,True,False,completed
case_000672,synthetic_715_50_15,synthetic_715_50_15__faulty__dead_state_intro__672043,very_large,50,250,15,dead_state_intro,59.840000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,True,True,completed
case_000673,synthetic_716_5_3,synthetic_716_5_3__faulty__guard_flip__673043,small,5,11,3,guard_flip,13.730000,1.000000,1.000000,1.000000,1.000000,0.952381,0.047619,True,True,completed
case_000674,synthetic_717_10_5,synthetic_717_10_5__faulty__guard_weaken__674043,medium,10,31,5,guard_weaken,19.860000,1.000000,1.000000,1.000000,1.000000,0.904110,0.095890,True,True,completed
case_000675,synthetic_718_20_10,synthetic_718_20_10__faulty__guard_strengthen__675043,large,20,80,10,guard_strengthen,30.740000,1.000000,1.000000,1.000000,1.000000,0.995902,0.004098,True,True,completed
case_000676,synthetic_719_50_15,synthetic_719_50_15__faulty__action_corruption__676043,very_large,50,251,15,action_corruption,59.020000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,True,True,completed
case_000677,synthetic_720_5_3,synthetic_720_5_3__faulty__timeout_corruption__677043,small,5,10,3,timeout_corruption,13.300000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,True,True,completed
case_000678,synthetic_721_10_5,synthetic_721_10_5__faulty__delay_corruption__678043,medium,10,30,5,delay_corruption,19.520000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,True,True,completed
case_000679,synthetic_722_20_10,synthetic_722_20_10__faulty__nondeterminism_intro__679043,large,20,82,10,nondeterminism_intro,33.680000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,True,False,completed
case_000680,synthetic_723_50_15,synthetic_723_50_15__faulty__unreachable_state_intro__680043,very_large,50,250,15,unreachable_state_intro,59.890000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,True,True,completed
case_000681,,,small,0,0,0,variable_intra_class,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,False,False,failed: Could not apply operator 'variable_intra_class' for case 681: variable_intra_class requires at least one FSM variable
case_000682,synthetic_725_10_5,synthetic_725_10_5__faulty__guard_inter_class__682043,medium,10,30,5,guard_inter_class,23.120000,1.000000,1.000000,1.000000,1.000000,0.987179,0.012821,True,False,completed
case_000683,synthetic_726_20_10,synthetic_726_20_10__faulty__action_full_mutation__683043,large,20,80,10,action_full_mutation,32.180000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,True,True,completed
case_000684,,,very_large,0,0,0,timed_selective_mutation,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,False,False,failed: Could not apply operator 'timed_selective_mutation' for case 684: timed_selective_mutation requires timed transitions
case_000685,synthetic_728_5_3,synthetic_728_5_3__faulty__missing_transition__685043,small,5,11,3,missing_transition,15.380000,1.000000,1.000000,1.000000,1.000000,0.952381,0.047619,True,True,completed
case_000686,synthetic_729_10_5,synthetic_729_10_5__faulty__wrong_target__686043,medium,10,32,5,wrong_target,21.780000,1.000000,1.000000,1.000000,1.000000,0.985915,0.014085,True,True,completed
case_000687,synthetic_730_20_10,synthetic_730_20_10__faulty__wrong_source__687043,large,20,81,10,wrong_source,31.740000,1.000000,1.000000,1.000000,1.000000,0.995902,0.004098,True,False,completed
case_000688,synthetic_731_50_15,synthetic_731_50_15__faulty__wrong_event__688043,very_large,50,250,15,wrong_event,61.320000,1.000000,1.000000,1.000000,1.000000,0.998851,0.001149,True,True,completed
case_000689,synthetic_732_5_3,synthetic_732_5_3__faulty__wrong_initial_state__689043,small,5,10,3,wrong_initial_state,14.050000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,True,True,completed
case_000690,synthetic_733_10_5,synthetic_733_10_5__faulty__duplicate_transition__690043,medium,10,31,5,duplicate_transition,21.430000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,True,False,completed
case_000691,synthetic_734_20_10,synthetic_734_20_10__faulty__dead_state_intro__691043,large,20,80,10,dead_state_intro,33.090000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,True,True,completed
case_000692,synthetic_735_50_15,synthetic_735_50_15__faulty__guard_flip__692043,very_large,50,251,15,guard_flip,60.420000,1.000000,1.000000,1.000000,1.000000,0.998767,0.001233,True,True,completed
case_000693,synthetic_736_5_3,synthetic_736_5_3__faulty__guard_weaken__693043,small,5,10,3,guard_weaken,12.250000,1.000000,1.000000,1.000000,1.000000,0.954545,0.045455,True,True,completed
case_000694,synthetic_737_10_5,synthetic_737_10_5__faulty__guard_strengthen__694043,medium,10,31,5,guard_strengthen,22.930000,1.000000,1.000000,1.000000,1.000000,0.986842,0.013158,True,True,completed
case_000695,synthetic_738_20_10,synthetic_738_20_10__faulty__action_corruption__695043,large,20,81,10,action_corruption,32.520000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,True,True,completed
case_000696,synthetic_739_50_15,synthetic_739_50_15__faulty__timeout_corruption__696043,very_large,50,251,15,timeout_corruption,60.510000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,True,True,completed
case_000697,synthetic_740_5_3,synthetic_740_5_3__faulty__delay_corruption__697043,small,5,12,3,delay_corruption,17.160000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,True,True,completed
case_000698,synthetic_741_10_5,synthetic_741_10_5__faulty__nondeterminism_intro__698043,medium,10,30,5,nondeterminism_intro,22.520000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,True,False,completed
case_000699,synthetic_742_20_10,synthetic_742_20_10__faulty__unreachable_state_intro__699043,large,20,82,10,unreachable_state_intro,33.330000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,True,True,completed
case_000700,,,very_large,0,0,0,variable_intra_class,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,False,False,failed: Could not apply operator 'variable_intra_class' for case 700: variable_intra_class requires at least one FSM variable
case_000701,,,small,0,0,0,guard_inter_class,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,False,False,failed: Could not apply operator 'guard_inter_class' for case 701: guard_inter_class requires at least two guarded transitions
case_000702,synthetic_745_10_5,synthetic_745_10_5__faulty__action_full_mutation__702043,medium,10,30,5,action_full_mutation,21.080000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,True,True,completed
case_000703,,,large,0,0,0,timed_selective_mutation,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,False,False,failed: Could not apply operator 'timed_selective_mutation' for case 703: timed_selective_mutation requires timed transitions
case_000704,synthetic_747_50_15,synthetic_747_50_15__faulty__missing_transition__704043,very_large,50,250,15,missing_transition,59.780000,1.000000,1.000000,1.000000,1.000000,0.998830,0.001170,True,True,completed
case_000705,synthetic_748_5_3,synthetic_748_5_3__faulty__wrong_target__705043,small,5,10,3,wrong_target,12.250000,1.000000,1.000000,1.000000,1.000000,0.772727,0.227273,True,True,completed
case_000706,synthetic_749_10_5,synthetic_749_10_5__faulty__wrong_source__706043,medium,10,32,5,wrong_source,20.280000,1.000000,1.000000,1.000000,1.000000,0.985915,0.014085,True,True,completed
case_000707,synthetic_750_20_10,synthetic_750_20_10__faulty__wrong_event__707043,large,20,80,10,wrong_event,34.430000,1.000000,1.000000,1.000000,1.000000,0.995763,0.004237,True,True,completed
case_000708,synthetic_751_50_15,synthetic_751_50_15__faulty__wrong_initial_state__708043,very_large,50,250,15,wrong_initial_state,60.540000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,True,True,completed
case_000709,synthetic_752_5_3,synthetic_752_5_3__faulty__duplicate_transition__709043,small,5,10,3,duplicate_transition,14.050000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,True,False,completed
case_000710,synthetic_753_10_5,synthetic_753_10_5__faulty__dead_state_intro__710043,medium,10,30,5,dead_state_intro,20.200000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,True,True,completed
case_000711,synthetic_754_20_10,synthetic_754_20_10__faulty__guard_flip__711043,large,20,83,10,guard_flip,32.080000,1.000000,1.000000,1.000000,1.000000,0.995349,0.004651,True,True,completed
case_000712,synthetic_755_50_15,synthetic_755_50_15__faulty__guard_weaken__712043,very_large,50,251,15,guard_weaken,59.070000,1.000000,1.000000,1.000000,1.000000,0.987414,0.012586,True,True,completed
case_000713,synthetic_756_5_3,synthetic_756_5_3__faulty__guard_strengthen__713043,small,5,10,3,guard_strengthen,13.000000,1.000000,1.000000,1.000000,1.000000,0.954545,0.045455,True,True,completed
case_000714,synthetic_757_10_5,synthetic_757_10_5__faulty__action_corruption__714043,medium,10,30,5,action_corruption,20.270000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,True,True,completed
case_000715,synthetic_758_20_10,synthetic_758_20_10__faulty__timeout_corruption__715043,large,20,80,10,timeout_corruption,33.280000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,True,True,completed
case_000716,synthetic_759_50_15,synthetic_759_50_15__faulty__delay_corruption__716043,very_large,50,254,15,delay_corruption,61.090000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,True,True,completed
case_000717,synthetic_760_5_3,synthetic_760_5_3__faulty__nondeterminism_intro__717043,small,5,10,3,nondeterminism_intro,12.250000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,True,False,completed
case_000718,synthetic_761_10_5,synthetic_761_10_5__faulty__unreachable_state_intro__718043,medium,10,30,5,unreachable_state_intro,21.020000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,True,True,completed
case_000719,,,large,0,0,0,variable_intra_class,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,False,False,failed: Could not apply operator 'variable_intra_class' for case 719: variable_intra_class requires at least one FSM variable
case_000720,synthetic_763_50_15,synthetic_763_50_15__faulty__guard_inter_class__720043,very_large,50,250,15,guard_inter_class,60.580000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,True,True,completed
case_000721,synthetic_764_5_3,synthetic_764_5_3__faulty__action_full_mutation__721043,small,5,10,3,action_full_mutation,12.250000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,True,True,completed
case_000722,,,medium,0,0,0,timed_selective_mutation,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,False,False,failed: Could not apply operator 'timed_selective_mutation' for case 722: timed_selective_mutation requires timed transitions
case_000723,synthetic_766_20_10,synthetic_766_20_10__faulty__missing_transition__723043,large,20,80,10,missing_transition,34.490000,1.000000,1.000000,1.000000,1.000000,0.963115,0.036885,True,True,completed
case_000724,synthetic_767_50_15,synthetic_767_50_15__faulty__wrong_target__724043,very_large,50,250,15,wrong_target,63.580000,1.000000,1.000000,1.000000,1.000000,0.998857,0.001143,True,True,completed
case_000725,synthetic_768_5_3,synthetic_768_5_3__faulty__wrong_source__725043,small,5,10,3,wrong_source,12.250000,1.000000,1.000000,1.000000,1.000000,0.227273,0.772727,True,False,completed
