case_id,oracle_depth,declared_max_steps,mutation_operator,size_class,scenario_policy,reference_bpr,faulty_bpr,bpr_delta,fault_detected,final_bpr,repair_delta_bpr,complete_repair,effective_repair,oracle_state_coverage,oracle_transition_coverage,oracle_event_coverage,scenario_count,mean_scenario_length,median_scenario_length,max_scenario_length,max_scenario_steps
case_000208,medium,12,action_full_mutation,very_large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,254,9.043307,9.0,12,12
case_000159,medium,12,dead_state_intro,large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,84,9.130952,9.0,12,12
case_000178,medium,12,dead_state_intro,medium,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,34,9.352941,9.0,12,12
case_000197,medium,12,dead_state_intro,small,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,14,9.785714,9.5,12,12
case_000216,medium,12,dead_state_intro,very_large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,257,9.042802,9,12,12
case_000203,medium,12,delay_corruption,large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,86,9.127907,9.0,12,12
case_000222,medium,12,delay_corruption,medium,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,34,9.352941,9.0,12,12
case_000165,medium,12,delay_corruption,small,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,14,9.785714,9.5,12,12
case_000184,medium,12,delay_corruption,very_large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,256,9.046875,9.0,12,12
case_000215,medium,12,duplicate_transition,large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,84,9.130952,9.0,12,12
case_000158,medium,12,duplicate_transition,medium,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,34,9.352941,9.0,12,12
case_000177,medium,12,duplicate_transition,small,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,14,9.785714,9.5,12,12
case_000196,medium,12,duplicate_transition,very_large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,256,9.046875,9.0,12,12
case_000179,medium,12,guard_flip,large,depth-forced,1.0,0.975228,0.024772,True,1.0,0.024772,True,True,1.0,1.0,1.0,84,9.130952,9.0,12,12
case_000198,medium,12,guard_flip,medium,depth-forced,1.0,0.959119,0.040881,True,1.0,0.040881,True,True,1.0,1.0,1.0,34,9.352941,9.0,12,12
case_000217,medium,12,guard_flip,small,depth-forced,1.0,0.810219,0.189781,True,1.0,0.189781,True,True,1.0,1.0,1.0,14,9.785714,9.5,12,12
case_000160,medium,12,guard_flip,very_large,depth-forced,1.0,0.957069,0.042931,True,1.0,0.042931,True,True,1.0,1.0,1.0,255,9.043137,9,12,12
case_000207,medium,12,guard_inter_class,large,depth-forced,1.0,0.94133,0.05867,True,1.0,0.05867,True,True,1.0,1.0,1.0,84,9.130952,9.0,12,12
case_000226,medium,12,guard_inter_class,medium,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,35,9.314286,9,12,12
case_000169,medium,12,guard_inter_class,small,depth-forced,1.0,0.562044,0.437956,True,1.0,0.437956,True,True,1.0,1.0,1.0,14,9.785714,9.5,12,12
case_000188,medium,12,guard_inter_class,very_large,depth-forced,1.0,0.98569,0.01431,True,1.0,0.01431,True,True,1.0,1.0,1.0,255,9.043137,9,12,12
case_000219,medium,12,guard_strengthen,large,depth-forced,1.0,0.970013,0.029987,True,1.0,0.029987,True,True,1.0,1.0,1.0,84,9.130952,9.0,12,12
case_000162,medium,12,guard_strengthen,medium,depth-forced,1.0,0.859701,0.140299,True,1.0,0.140299,True,True,1.0,1.0,1.0,36,9.305556,9.0,12,12
case_000181,medium,12,guard_strengthen,small,depth-forced,1.0,0.642336,0.357664,True,1.0,0.357664,True,True,1.0,1.0,1.0,14,9.785714,9.5,12,12
case_000200,medium,12,guard_strengthen,very_large,depth-forced,1.0,0.983219,0.016781,True,1.0,0.016781,True,True,1.0,1.0,1.0,257,9.042802,9,12,12
case_000199,medium,12,guard_weaken,large,depth-forced,1.0,0.956975,0.043025,True,1.0,0.043025,True,True,1.0,1.0,1.0,84,9.130952,9.0,12,12
case_000218,medium,12,guard_weaken,medium,depth-forced,1.0,0.889571,0.110429,True,1.0,0.110429,True,True,1.0,1.0,1.0,35,9.314286,9,12,12
case_000161,medium,12,guard_weaken,small,depth-forced,1.0,0.562044,0.437956,True,1.0,0.437956,True,True,1.0,1.0,1.0,14,9.785714,9.5,12,12
case_000180,medium,12,guard_weaken,very_large,depth-forced,1.0,0.989552,0.010448,True,1.0,0.010448,True,True,1.0,1.0,1.0,254,9.043307,9.0,12,12
case_000191,medium,12,missing_transition,large,depth-forced,1.0,0.976532,0.023468,True,1.0,0.023468,True,True,1.0,1.0,1.0,84,9.130952,9.0,12,12
case_000210,medium,12,missing_transition,medium,depth-forced,1.0,0.941718,0.058282,True,1.0,0.058282,True,True,1.0,1.0,1.0,35,9.314286,9,12,12
case_000153,medium,12,missing_transition,small,depth-forced,1.0,0.416058,0.583942,True,1.0,0.583942,True,True,1.0,1.0,1.0,14,9.785714,9.5,12,12
case_000172,medium,12,missing_transition,very_large,depth-forced,1.0,0.991364,0.008636,True,1.0,0.008636,True,True,1.0,1.0,1.0,256,9.046875,9.0,12,12
case_000223,medium,12,nondeterminism_intro,large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,85,9.141176,9,12,12
case_000166,medium,12,nondeterminism_intro,medium,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,34,9.352941,9.0,12,12
case_000185,medium,12,nondeterminism_intro,small,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,14,9.785714,9.5,12,12
case_000204,medium,12,nondeterminism_intro,very_large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,257,9.042802,9,12,12
case_000183,medium,12,timeout_corruption,large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,84,9.130952,9.0,12,12
case_000202,medium,12,timeout_corruption,medium,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,35,9.314286,9,12,12
case_000221,medium,12,timeout_corruption,small,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,15,9.733333,9,12,12
case_000164,medium,12,timeout_corruption,very_large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,254,9.043307,9.0,12,12
case_000167,medium,12,unreachable_state_intro,large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,84,9.130952,9.0,12,12
case_000186,medium,12,unreachable_state_intro,medium,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,34,9.352941,9.0,12,12
case_000205,medium,12,unreachable_state_intro,small,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,14,9.785714,9.5,12,12
case_000224,medium,12,unreachable_state_intro,very_large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,254,9.043307,9.0,12,12
case_000175,medium,12,wrong_event,large,depth-forced,1.0,0.924381,0.075619,True,1.0,0.075619,True,True,1.0,1.0,1.0,84,9.130952,9.0,12,12
case_000194,medium,12,wrong_event,medium,depth-forced,1.0,0.843558,0.156442,True,1.0,0.156442,True,True,1.0,1.0,1.0,35,9.314286,9,12,12
case_000213,medium,12,wrong_event,small,depth-forced,1.0,0.810219,0.189781,True,1.0,0.189781,True,True,1.0,1.0,1.0,14,9.785714,9.5,12,12
case_000156,medium,12,wrong_event,very_large,depth-forced,1.0,0.977362,0.022638,True,1.0,0.022638,True,True,1.0,1.0,1.0,254,9.043307,9.0,12,12
case_000195,medium,12,wrong_initial_state,large,depth-forced,1.0,0.0,1.0,True,0.831812,0.831812,False,True,1.0,1.0,1.0,84,9.130952,9.0,12,12
case_000214,medium,12,wrong_initial_state,medium,depth-forced,1.0,0.0,1.0,True,0.367925,0.367925,False,True,1.0,1.0,1.0,34,9.352941,9.0,12,12
case_000157,medium,12,wrong_initial_state,small,depth-forced,1.0,0.0,1.0,True,0.684932,0.684932,False,True,1.0,1.0,1.0,15,9.733333,9,12,12
case_000176,medium,12,wrong_initial_state,very_large,depth-forced,1.0,0.0,1.0,True,0.637306,0.637306,False,True,1.0,1.0,1.0,256,9.046875,9.0,12,12
case_000155,medium,12,wrong_source,large,depth-forced,1.0,0.992177,0.007823,True,1.0,0.007823,True,True,1.0,1.0,1.0,84,9.130952,9.0,12,12
case_000174,medium,12,wrong_source,medium,depth-forced,1.0,0.896226,0.103774,True,1.0,0.103774,True,True,1.0,1.0,1.0,34,9.352941,9.0,12,12
case_000193,medium,12,wrong_source,small,depth-forced,1.0,0.815068,0.184932,True,1.0,0.184932,True,True,1.0,1.0,1.0,15,9.733333,9,12,12
case_000212,medium,12,wrong_source,very_large,depth-forced,1.0,0.966913,0.033087,True,0.992164,0.02525,False,True,1.0,1.0,1.0,254,9.043307,9.0,12,12
case_000011,deep,25,action_corruption,large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,92,17.695652,17.0,25,25
case_000030,deep,25,action_corruption,medium,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,39,18.615385,17,25,25
case_000049,deep,25,action_corruption,small,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,18,20.5,18.0,25,25
case_000068,deep,25,action_corruption,very_large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,259,17.243243,17,25,25
case_000075,deep,25,action_full_mutation,large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,88,17.715909,17.0,25,25
case_000018,deep,25,action_full_mutation,medium,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,40,18.575,17.0,25,25
case_000037,deep,25,action_full_mutation,small,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,18,20.5,18.0,25,25
case_000056,deep,25,action_full_mutation,very_large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,258,17.244186,17.0,25,25
case_000007,deep,25,dead_state_intro,large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,88,17.715909,17.0,25,25
case_000026,deep,25,dead_state_intro,medium,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,38,18.684211,17.0,25,25
case_000045,deep,25,dead_state_intro,small,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,18,20.5,18.0,25,25
case_000064,deep,25,dead_state_intro,very_large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,258,17.244186,17.0,25,25
case_000051,deep,25,delay_corruption,large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,88,17.715909,17.0,25,25
case_000070,deep,25,delay_corruption,medium,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,38,18.684211,17.0,25,25
case_000013,deep,25,delay_corruption,small,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,19,20.315789,18,25,25
case_000032,deep,25,delay_corruption,very_large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,258,17.244186,17.0,25,25
case_000063,deep,25,duplicate_transition,large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,89,17.719101,17,25,25
case_000006,deep,25,duplicate_transition,medium,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,38,18.684211,17.0,25,25
case_000025,deep,25,duplicate_transition,small,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,18,20.5,18.0,25,25
case_000044,deep,25,duplicate_transition,very_large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,258,17.244186,17.0,25,25
case_000027,deep,25,guard_flip,large,depth-forced,1.0,0.574086,0.425914,True,1.0,0.425914,True,True,1.0,1.0,1.0,88,17.715909,17.0,25,25
case_000046,deep,25,guard_flip,medium,depth-forced,1.0,0.897183,0.102817,True,1.0,0.102817,True,True,1.0,1.0,1.0,38,18.684211,17.0,25,25
case_000065,deep,25,guard_flip,small,depth-forced,1.0,0.295393,0.704607,True,1.0,0.704607,True,True,1.0,1.0,1.0,18,20.5,18.0,25,25
case_000008,deep,25,guard_flip,very_large,depth-forced,1.0,0.955017,0.044983,True,1.0,0.044983,True,True,1.0,1.0,1.0,263,17.243346,17,25,25
case_000055,deep,25,guard_inter_class,large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,88,17.715909,17.0,25,25
case_000074,deep,25,guard_inter_class,medium,depth-forced,1.0,0.976056,0.023944,True,1.0,0.023944,True,True,1.0,1.0,1.0,38,18.684211,17.0,25,25
case_000017,deep,25,guard_inter_class,small,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,19,20.315789,18,25,25
case_000036,deep,25,guard_inter_class,very_large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,261,17.241379,17,25,25
case_000067,deep,25,guard_strengthen,large,depth-forced,1.0,0.837075,0.162925,True,1.0,0.162925,True,True,1.0,1.0,1.0,88,17.715909,17.0,25,25
case_000010,deep,25,guard_strengthen,medium,depth-forced,1.0,0.761972,0.238028,True,1.0,0.238028,True,True,1.0,1.0,1.0,38,18.684211,17.0,25,25
case_000029,deep,25,guard_strengthen,small,depth-forced,1.0,0.360434,0.639566,True,1.0,0.639566,True,True,1.0,1.0,1.0,18,20.5,18.0,25,25
case_000048,deep,25,guard_strengthen,very_large,depth-forced,1.0,0.959541,0.040459,True,1.0,0.040459,True,True,1.0,1.0,1.0,258,17.244186,17.0,25,25
case_000047,deep,25,guard_weaken,large,depth-forced,1.0,0.954658,0.045342,True,1.0,0.045342,True,True,1.0,1.0,1.0,91,17.692308,17,25,25
case_000066,deep,25,guard_weaken,medium,depth-forced,1.0,0.628169,0.371831,True,1.0,0.371831,True,True,1.0,1.0,1.0,38,18.684211,17.0,25,25
case_000009,deep,25,guard_weaken,small,depth-forced,1.0,0.601036,0.398964,True,1.0,0.398964,True,True,1.0,1.0,1.0,19,20.315789,18,25,25
case_000028,deep,25,guard_weaken,very_large,depth-forced,1.0,0.977556,0.022444,True,1.0,0.022444,True,True,1.0,1.0,1.0,261,17.241379,17,25,25
case_000039,deep,25,missing_transition,large,depth-forced,1.0,0.958307,0.041693,True,1.0,0.041693,True,True,1.0,1.0,1.0,88,17.715909,17.0,25,25
case_000058,deep,25,missing_transition,medium,depth-forced,1.0,0.84022,0.15978,True,1.0,0.15978,True,True,1.0,1.0,1.0,39,18.615385,17,25,25
case_000001,deep,25,missing_transition,small,depth-forced,1.0,0.281843,0.718157,True,1.0,0.718157,True,True,1.0,1.0,1.0,18,20.5,18.0,25,25
case_000020,deep,25,missing_transition,very_large,depth-forced,1.0,0.892521,0.107479,True,1.0,0.107479,True,True,1.0,1.0,1.0,259,17.243243,17,25,25
case_000071,deep,25,nondeterminism_intro,large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,88,17.715909,17.0,25,25
case_000014,deep,25,nondeterminism_intro,medium,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,38,18.684211,17.0,25,25
case_000033,deep,25,nondeterminism_intro,small,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,18,20.5,18.0,25,25
case_000052,deep,25,nondeterminism_intro,very_large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,258,17.244186,17.0,25,25
case_000031,deep,25,timeout_corruption,large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,89,17.719101,17,25,25
case_000050,deep,25,timeout_corruption,medium,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,39,18.615385,17,25,25
case_000069,deep,25,timeout_corruption,small,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,19,20.315789,18,25,25
case_000012,deep,25,timeout_corruption,very_large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,260,17.246154,17.0,25,25
case_000015,deep,25,unreachable_state_intro,large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,88,17.715909,17.0,25,25
case_000034,deep,25,unreachable_state_intro,medium,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,40,18.575,17.0,25,25
case_000053,deep,25,unreachable_state_intro,small,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,19,20.315789,18,25,25
case_000072,deep,25,unreachable_state_intro,very_large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,260,17.246154,17.0,25,25
case_000023,deep,25,wrong_event,large,depth-forced,1.0,0.857958,0.142042,True,1.0,0.142042,True,True,1.0,1.0,1.0,89,17.719101,17,25,25
case_000042,deep,25,wrong_event,medium,depth-forced,1.0,0.759155,0.240845,True,1.0,0.240845,True,True,1.0,1.0,1.0,38,18.684211,17.0,25,25
case_000061,deep,25,wrong_event,small,depth-forced,1.0,0.216802,0.783198,True,1.0,0.783198,True,True,1.0,1.0,1.0,18,20.5,18.0,25,25
case_000004,deep,25,wrong_event,very_large,depth-forced,1.0,0.968307,0.031693,True,1.0,0.031693,True,True,1.0,1.0,1.0,258,17.244186,17.0,25,25
case_000043,deep,25,wrong_initial_state,large,depth-forced,1.0,0.0,1.0,True,0.792816,0.792816,False,True,1.0,1.0,1.0,88,17.715909,17.0,25,25
case_000062,deep,25,wrong_initial_state,medium,depth-forced,1.0,0.0,1.0,True,0.364789,0.364789,False,True,1.0,1.0,1.0,38,18.684211,17.0,25,25
case_000005,deep,25,wrong_initial_state,small,depth-forced,1.0,0.0,1.0,True,0.0,0.0,False,False,1.0,1.0,1.0,18,20.5,18.0,25,25
case_000024,deep,25,wrong_initial_state,very_large,depth-forced,1.0,0.0,1.0,True,0.711136,0.711136,False,True,1.0,1.0,1.0,263,17.243346,17,25,25
case_000003,deep,25,wrong_source,large,depth-forced,1.0,0.886466,0.113534,True,1.0,0.113534,True,True,1.0,1.0,1.0,88,17.715909,17.0,25,25
case_000022,deep,25,wrong_source,medium,depth-forced,1.0,0.792958,0.207042,True,1.0,0.207042,True,True,1.0,1.0,1.0,38,18.684211,17.0,25,25
case_000041,deep,25,wrong_source,small,depth-forced,1.0,0.249322,0.750678,True,1.0,0.750678,True,True,1.0,1.0,1.0,18,20.5,18.0,25,25
case_000060,deep,25,wrong_source,very_large,depth-forced,1.0,0.961564,0.038436,True,1.0,0.038436,True,True,1.0,1.0,1.0,258,17.244186,17.0,25,25
case_000059,deep,25,wrong_target,large,depth-forced,1.0,0.958148,0.041852,True,0.958148,0.0,False,False,1.0,1.0,1.0,89,17.719101,17,25,25
case_000002,deep,25,wrong_target,medium,depth-forced,1.0,0.847107,0.152893,True,0.847107,0.0,False,False,1.0,1.0,1.0,39,18.615385,17,25,25
case_000021,deep,25,wrong_target,small,depth-forced,1.0,0.433604,0.566396,True,0.433604,0.0,False,False,1.0,1.0,1.0,18,20.5,18.0,25,25
case_000040,deep,25,wrong_target,very_large,depth-forced,1.0,0.946889,0.053111,True,0.946889,0.0,False,False,1.0,1.0,1.0,261,17.241379,17,25,25
case_000087,deep,25,action_corruption,large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,88,17.715909,17.0,25,25
case_000106,deep,25,action_corruption,medium,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,40,18.575,17.0,25,25
case_000125,deep,25,action_corruption,small,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,18,20.5,18.0,25,25
case_000144,deep,25,action_corruption,very_large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,258,17.244186,17.0,25,25
case_000151,deep,25,action_full_mutation,large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,89,17.719101,17,25,25
case_000094,deep,25,action_full_mutation,medium,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,38,18.684211,17.0,25,25
case_000113,deep,25,action_full_mutation,small,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,19,20.315789,18,25,25
case_000132,deep,25,action_full_mutation,very_large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,258,17.244186,17.0,25,25
case_000083,deep,25,dead_state_intro,large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,88,17.715909,17.0,25,25
case_000102,deep,25,dead_state_intro,medium,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,40,18.575,17.0,25,25
case_000121,deep,25,dead_state_intro,small,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,18,20.5,18.0,25,25
case_000140,deep,25,dead_state_intro,very_large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,263,17.243346,17,25,25
case_000127,deep,25,delay_corruption,large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,88,17.715909,17.0,25,25
case_000146,deep,25,delay_corruption,medium,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,38,18.684211,17.0,25,25
case_000089,deep,25,delay_corruption,small,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,18,20.5,18.0,25,25
case_000108,deep,25,delay_corruption,very_large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,258,17.244186,17.0,25,25
case_000139,deep,25,duplicate_transition,large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,88,17.715909,17.0,25,25
case_000082,deep,25,duplicate_transition,medium,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,38,18.684211,17.0,25,25
case_000101,deep,25,duplicate_transition,small,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,18,20.5,18.0,25,25
case_000120,deep,25,duplicate_transition,very_large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,261,17.241379,17,25,25
case_000103,deep,25,guard_flip,large,depth-forced,1.0,0.885183,0.114817,True,1.0,0.114817,True,True,1.0,1.0,1.0,88,17.715909,17.0,25,25
case_000122,deep,25,guard_flip,medium,depth-forced,1.0,0.741047,0.258953,True,1.0,0.258953,True,True,1.0,1.0,1.0,39,18.615385,17,25,25
case_000141,deep,25,guard_flip,small,depth-forced,1.0,0.276423,0.723577,True,1.0,0.723577,True,True,1.0,1.0,1.0,18,20.5,18.0,25,25
case_000084,deep,25,guard_flip,very_large,depth-forced,1.0,0.952082,0.047918,True,1.0,0.047918,True,True,1.0,1.0,1.0,259,17.243243,17,25,25
case_000131,deep,25,guard_inter_class,large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,91,17.692308,17,25,25
case_000150,deep,25,guard_inter_class,medium,depth-forced,1.0,0.657746,0.342254,True,1.0,0.342254,True,True,1.0,1.0,1.0,38,18.684211,17.0,25,25
case_000093,deep,25,guard_inter_class,small,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,18,20.5,18.0,25,25
case_000112,deep,25,guard_inter_class,very_large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,261,17.241379,17,25,25
case_000143,deep,25,guard_strengthen,large,depth-forced,1.0,0.907419,0.092581,True,1.0,0.092581,True,True,1.0,1.0,1.0,89,17.719101,17,25,25
case_000086,deep,25,guard_strengthen,medium,depth-forced,1.0,0.766197,0.233803,True,1.0,0.233803,True,True,1.0,1.0,1.0,38,18.684211,17.0,25,25
case_000105,deep,25,guard_strengthen,small,depth-forced,1.0,0.352304,0.647696,True,1.0,0.647696,True,True,1.0,1.0,1.0,18,20.5,18.0,25,25
case_000124,deep,25,guard_strengthen,very_large,depth-forced,1.0,0.983497,0.016503,True,1.0,0.016503,True,True,1.0,1.0,1.0,260,17.246154,17.0,25,25
case_000123,deep,25,guard_weaken,large,depth-forced,1.0,0.962797,0.037203,True,1.0,0.037203,True,True,1.0,1.0,1.0,88,17.715909,17.0,25,25
case_000142,deep,25,guard_weaken,medium,depth-forced,1.0,0.792958,0.207042,True,1.0,0.207042,True,True,1.0,1.0,1.0,38,18.684211,17.0,25,25
case_000085,deep,25,guard_weaken,small,depth-forced,1.0,0.406736,0.593264,True,1.0,0.593264,True,True,1.0,1.0,1.0,19,20.315789,18,25,25
case_000104,deep,25,guard_weaken,very_large,depth-forced,1.0,0.93639,0.06361,True,1.0,0.06361,True,True,1.0,1.0,1.0,258,17.244186,17.0,25,25
case_000115,deep,25,missing_transition,large,depth-forced,1.0,0.884495,0.115505,True,1.0,0.115505,True,True,1.0,1.0,1.0,90,17.7,17.0,25,25
case_000134,deep,25,missing_transition,medium,depth-forced,1.0,0.569014,0.430986,True,1.0,0.430986,True,True,1.0,1.0,1.0,38,18.684211,17.0,25,25
case_000077,deep,25,missing_transition,small,depth-forced,1.0,0.419689,0.580311,True,1.0,0.580311,True,True,1.0,1.0,1.0,19,20.315789,18,25,25
case_000096,deep,25,missing_transition,very_large,depth-forced,1.0,0.986514,0.013486,True,1.0,0.013486,True,True,1.0,1.0,1.0,258,17.244186,17.0,25,25
case_000147,deep,25,nondeterminism_intro,large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,89,17.719101,17,25,25
case_000090,deep,25,nondeterminism_intro,medium,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,38,18.684211,17.0,25,25
case_000109,deep,25,nondeterminism_intro,small,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,20,20.2,18.0,25,25
case_000128,deep,25,nondeterminism_intro,very_large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,259,17.243243,17,25,25
case_000107,deep,25,timeout_corruption,large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,88,17.715909,17.0,25,25
case_000126,deep,25,timeout_corruption,medium,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,38,18.684211,17.0,25,25
case_000145,deep,25,timeout_corruption,small,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,19,20.315789,18,25,25
case_000088,deep,25,timeout_corruption,very_large,depth-forced,1.0,1.0,0.0,False,1.0,0.0,True,False,1.0,1.0,1.0,258,17.244186,17.0,25,25
