case_id,oracle_depth,mutation_operator,size_class,reference_bpr,faulty_bpr,bpr_delta,fault_detected,oracle_state_coverage,oracle_transition_coverage,oracle_event_coverage,scenario_count,max_scenario_steps
case_000858,deep,delay_corruption,tiny,1.0,1.0,0.0,False,1.0,1.0,1.0,1,1
case_000958,deep,missing_transition,tiny,1.0,0.916667,0.083333,True,1.0,1.0,1.0,6,3
case_000808,deep,timeout_corruption,tiny,1.0,1.0,0.0,False,1.0,1.0,1.0,3,3
case_000908,deep,wrong_target,tiny,1.0,0.95,0.05,True,1.0,1.0,1.0,12,2
case_000709,deep,guard_flip,tiny,1.0,0.95,0.05,True,1.0,1.0,1.0,12,2
case_000659,deep,guard_strengthen,tiny,1.0,0.625,0.375,True,1.0,1.0,1.0,5,2
case_000609,deep,guard_weaken,tiny,1.0,0.0,1.0,True,1.0,1.0,1.0,3,3
case_000759,deep,missing_transition,tiny,1.0,0.916667,0.083333,True,1.0,1.0,1.0,6,3
case_000209,deep,action_corruption,tiny,1.0,1.0,0.0,False,1.0,1.0,1.0,4,2
case_000309,deep,duplicate_transition,tiny,1.0,1.0,0.0,False,1.0,1.0,1.0,12,2
case_000259,deep,guard_flip,tiny,1.0,0.25,0.75,True,1.0,1.0,1.0,3,2
case_000359,deep,wrong_target,tiny,1.0,0.923077,0.076923,True,1.0,1.0,1.0,7,3
case_000459,deep,dead_state_intro,tiny,1.0,1.0,0.0,False,1.0,1.0,1.0,1,1
case_000559,deep,unreachable_state_intro,tiny,1.0,1.0,0.0,False,1.0,1.0,1.0,2,2
case_000409,deep,wrong_initial_state,tiny,1.0,0.0,1.0,True,1.0,1.0,1.0,1,1
case_000509,deep,wrong_target,tiny,1.0,0.0,1.0,True,1.0,1.0,1.0,1,1
case_000009,deep,missing_transition,tiny,1.0,0.0,1.0,True,1.0,1.0,1.0,1,1
case_000059,deep,nondeterminism_intro,tiny,1.0,1.0,0.0,False,1.0,1.0,1.0,1,1
case_000159,deep,wrong_event,tiny,1.0,0.0,1.0,True,1.0,1.0,1.0,1,1
case_000109,deep,wrong_source,tiny,1.0,0.0,1.0,True,1.0,1.0,1.0,1,1
case_000859,deep,delay_corruption,tiny,1.0,1.0,0.0,False,1.0,1.0,1.0,5,3
case_000959,deep,missing_transition,tiny,1.0,0.416667,0.583333,True,1.0,1.0,1.0,7,2
case_000809,deep,timeout_corruption,tiny,1.0,1.0,0.0,False,1.0,1.0,1.0,4,2
case_000909,deep,wrong_target,tiny,1.0,0.95,0.05,True,1.0,1.0,1.0,12,2
case_000710,deep,guard_flip,tiny,1.0,0.55,0.45,True,1.0,1.0,1.0,12,2
case_000660,deep,guard_strengthen,tiny,1.0,0.0,1.0,True,1.0,1.0,1.0,1,1
case_000610,deep,guard_weaken,tiny,1.0,0.833333,0.166667,True,1.0,1.0,1.0,4,2
case_000760,deep,missing_transition,tiny,1.0,0.9,0.1,True,1.0,1.0,1.0,6,2
case_000210,deep,action_corruption,tiny,1.0,1.0,0.0,False,1.0,1.0,1.0,3,3
case_000310,deep,duplicate_transition,tiny,1.0,1.0,0.0,False,1.0,1.0,1.0,12,2
case_000260,deep,guard_flip,tiny,1.0,0.25,0.75,True,1.0,1.0,1.0,3,2
case_000360,deep,wrong_target,tiny,1.0,0.923077,0.076923,True,1.0,1.0,1.0,8,2
case_000460,deep,dead_state_intro,tiny,1.0,1.0,0.0,False,1.0,1.0,1.0,1,1
case_000560,deep,unreachable_state_intro,tiny,1.0,1.0,0.0,False,1.0,1.0,1.0,1,1
case_000410,deep,wrong_initial_state,tiny,1.0,0.0,1.0,True,1.0,1.0,1.0,1,1
case_000510,deep,wrong_target,tiny,1.0,0.0,1.0,True,1.0,1.0,1.0,1,1
case_000010,deep,missing_transition,tiny,1.0,0.0,1.0,True,1.0,1.0,1.0,1,1
case_000060,deep,nondeterminism_intro,tiny,1.0,1.0,0.0,False,1.0,1.0,1.0,3,3
case_000160,deep,wrong_event,tiny,1.0,0.0,1.0,True,1.0,1.0,1.0,1,1
case_000110,deep,wrong_source,tiny,1.0,0.0,1.0,True,1.0,1.0,1.0,1,1
case_000860,deep,delay_corruption,tiny,1.0,1.0,0.0,False,1.0,1.0,1.0,3,2
case_000960,deep,missing_transition,tiny,1.0,0.909091,0.090909,True,1.0,1.0,1.0,7,2
case_000810,deep,timeout_corruption,tiny,1.0,1.0,0.0,False,1.0,1.0,1.0,4,2
case_000910,deep,wrong_target,tiny,1.0,0.95,0.05,True,1.0,1.0,1.0,12,2
